meta_score,title,platform,date,user_score,link,esrb_rating,developers,genres
67.0,Sega Superstars Tennis,X360,"Mar 18, 2008",7.2,/game/xbox-360/sega-superstars-tennis,E10+,['Sumo Digital'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
70.0,Sega Superstars Tennis,PS2,"Mar 18, 2008",8.4,/game/playstation-2/sega-superstars-tennis,E10+,['Sumo Digital'],"['Sports', 'Traditional', 'Tennis']"
71.0,Sega Superstars Tennis,WII,"Mar 18, 2008",7.0,/game/wii/sega-superstars-tennis,E10+,['Sumo Digital'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
65.0,Sega Superstars Tennis,DS,"Mar 18, 2008",8.0,/game/ds/sega-superstars-tennis,E,['Sumo Digital'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
80.0,Condemned 2: Bloodshot,X360,"Mar 11, 2008",8.4,/game/xbox-360/condemned-2-bloodshot,M,['Monolith Productions'],"['Action Adventure', 'Horror', 'Horror', 'Survival']"
66.0,The House of the Dead 2 & 3 Return,WII,"Mar 11, 2008",7.6,/game/wii/the-house-of-the-dead-2-3-return,M,['Sega'],"['Action', 'Miscellaneous', 'Shooter', 'Compilation', 'Light Gun']"
69.0,Mystery Dungeon: Shiren the Wanderer,DS,"Mar 4, 2008",8.4,/game/ds/mystery-dungeon-shiren-the-wanderer,E,['ChunSoft'],"['Role-Playing', 'General', 'General', 'Roguelike']"
59.0,Sega Bass Fishing,WII,"Feb 26, 2008",5.9,/game/wii/sega-bass-fishing,E,['Cavia Inc.'],"['Sports', 'Individual', 'Nature', 'Fishing', 'Fishing']"
76.0,The Club,X360,"Feb 19, 2008",6.8,/game/xbox-360/the-club,M,['Bizarre Creations'],"['Action', 'Shooter', 'Shooter', 'Third-Person', 'Modern', 'Modern', 'Arcade']"
72.0,The Club,PS3,"Feb 19, 2008",6.5,/game/playstation-3/the-club,M,['Bizarre Creations'],"['Action', 'Shooter', 'Shooter', 'Third-Person', 'Modern', 'Modern', 'Arcade']"
67.0,The Club,PC,"Feb 19, 2008",5.9,/game/pc/the-club,M,['Bizarre Creations'],"['Action', 'Shooter', 'Shooter', 'Third-Person', 'Modern', 'Modern', 'Arcade']"
70.0,Mario & Sonic at the Olympic Games,DS,"Jan 22, 2008",7.0,/game/ds/mario-sonic-at-the-olympic-games,E,"['Sega', ' Nintendo', ' Sega Sports R&D']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
56.0,Sonic Riders: Zero Gravity,WII,"Jan 8, 2008",8.0,/game/wii/sonic-riders-zero-gravity,E,['Sonic Team'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Other', 'Automobile']"
56.0,Sonic Riders: Zero Gravity,PS2,"Jan 8, 2008",8.4,/game/playstation-2/sonic-riders-zero-gravity,E,['Sonic Team'],"['Driving', 'Racing', 'Arcade']"
69.0,NiGHTS: Journey of Dreams,WII,"Dec 18, 2007",8.6,/game/wii/nights-journey-of-dreams,E,"['Sega', ' Sonic Team']","['Action', 'Platformer', 'Platformer', '3D', '3D']"
26.0,The Golden Compass,PC,"Dec 14, 2007",3.0,/game/pc/the-golden-compass,E10+,['Shiny Entertainment'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy']"
77.0,Universe at War: Earth Assault,PC,"Dec 10, 2007",8.5,/game/pc/universe-at-war-earth-assault,T,['Petroglyph'],"['Strategy', 'Real-Time', 'Sci-Fi', 'Sci-Fi', 'General']"
41.0,The Golden Compass,X360,"Dec 4, 2007",4.3,/game/xbox-360/the-golden-compass,E10+,['Shiny Entertainment'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy']"
40.0,The Golden Compass,PS3,"Dec 4, 2007",4.8,/game/playstation-3/the-golden-compass,E10+,['Shiny Entertainment'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy']"
46.0,The Golden Compass,PS2,"Dec 4, 2007",5.3,/game/playstation-2/the-golden-compass,E10+,['Shiny Entertainment'],"['Action Adventure', 'Fantasy']"
35.0,The Golden Compass,WII,"Dec 4, 2007",6.4,/game/wii/the-golden-compass,E10+,['Shiny Entertainment'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy']"
28.0,The Golden Compass,PSP,"Dec 4, 2007",4.0,/game/psp/the-golden-compass,E10+,['Shiny Entertainment'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy']"
43.0,The Golden Compass,DS,"Dec 4, 2007",5.2,/game/ds/the-golden-compass,E10+,['Artificial Mind and Movement'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy']"
69.0,Ghost Squad,WII,"Nov 20, 2007",7.7,/game/wii/ghost-squad,T,"['Artificial Mind and Movement', ' Polygon Magic']","['Action', 'Shooter', 'Shooter', 'Light Gun', 'Light Gun']"
74.0,Sega Rally Revo,PC,"Nov 19, 2007",7.5,/game/pc/sega-rally-revo,E,['SEGA Racing Studio'],"['Driving', 'Racing', 'Arcade', 'Rally / Offroad', 'Rally / Offroad', 'Automobile']"
60.0,Sonic Rivals 2,PSP,"Nov 13, 2007",8.0,/game/psp/sonic-rivals-2,E,['Backbone Entertainment'],"['Driving', 'Racing', 'Arcade', 'On-foot', 'Other', 'On-foot']"
67.0,Mario & Sonic at the Olympic Games,WII,"Nov 6, 2007",7.6,/game/wii/mario-sonic-at-the-olympic-games,E,"['Sega', ' Nintendo', ' Sega Sports R&D']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
89.0,Virtua Fighter 5 Online,X360,"Oct 30, 2007",7.8,/game/xbox-360/virtua-fighter-5-online,T,['Sega AM2'],"['Action', 'Fighting', 'Fighting', '3D', '3D']"
86.0,Worldwide Soccer Manager 2008,PC,"Oct 23, 2007",7.3,/game/pc/worldwide-soccer-manager-2008,E,['Sports Interactive'],"['Sports', 'Traditional', 'Team', 'Soccer', 'Management', 'Management']"
83.0,Bleach: The Blade of Fate,DS,"Oct 9, 2007",7.4,/game/ds/bleach-the-blade-of-fate,T,['Treasure'],"['Action', 'Fighting', 'Fighting', '2D', '2D']"
75.0,Sega Rally Revo,PS3,"Oct 9, 2007",7.2,/game/playstation-3/sega-rally-revo,E,['SEGA Racing Studio'],"['Driving', 'Racing', 'Arcade', 'Rally / Offroad', 'Rally / Offroad', 'Automobile']"
77.0,Sega Rally Revo,X360,"Oct 9, 2007",7.3,/game/xbox-360/sega-rally-revo,E,['SEGA Racing Studio'],"['Driving', 'Racing', 'Arcade', 'Rally / Offroad', 'Rally / Offroad', 'Automobile']"
58.0,Bleach: Shattered Blade,WII,"Oct 9, 2007",7.3,/game/wii/bleach-shattered-blade,T,['Polygon Magic'],"['Action', 'Fighting', 'Fighting', '3D', '3D']"
74.0,Sega Rally Revo,PSP,"Oct 9, 2007",7.4,/game/psp/sega-rally-revo,E,['Bugbear'],"['Driving', 'Racing', 'Arcade', 'Rally / Offroad', 'Rally / Offroad', 'Automobile']"
78.0,Sonic Rush Adventure,DS,"Sep 18, 2007",8.1,/game/ds/sonic-rush-adventure,E,['Dimps Corporation'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
82.0,Sonic the Hedgehog 2,X360,"Sep 12, 2007",8.5,/game/xbox-360/sonic-the-hedgehog-2,E,"['Sega', ' Backbone Entertainment']","['Action', 'Platformer', 'Platformer', '2D', '2D']"
76.0,Streets of Rage 2,X360,"Aug 29, 2007",8.6,/game/xbox-360/streets-of-rage-2,E,['Sega'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
85.0,Medieval II: Total War Kingdoms,PC,"Aug 28, 2007",8.8,/game/pc/medieval-ii-total-war-kingdoms,T,['Creative Assembly'],"['Strategy', 'Real-Time', 'Historic', 'General']"
53.0,Ecco the Dolphin,X360,"Aug 15, 2007",8.0,/game/xbox-360/ecco-the-dolphin,E,['Backbone Entertainment'],"['Action', 'General', 'Platformer', 'Platformer', '2D', '2D']"
64.0,Crazy Taxi: Fare Wars,PSP,"Aug 7, 2007",7.0,/game/psp/crazy-taxi-fare-wars,E10+,['Sega'],"['Miscellaneous', 'Driving', 'Mission-based', 'Compilation']"
48.0,Alien Syndrome,WII,"Jul 24, 2007",7.4,/game/wii/alien-syndrome,T,['Totally Games'],"['Role-Playing', 'Action RPG', 'Action RPG']"
51.0,Alien Syndrome,PSP,"Jul 24, 2007",6.7,/game/psp/alien-syndrome,T,['Totally Games'],"['Role-Playing', 'Action RPG', 'Action RPG']"
77.0,Sonic the Hedgehog,Live Arcade),"Jul 11, 2007",8.5,/game/xbox-360/sonic-the-hedgehog-live-arcade,E,['Backbone Entertainment'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
68.0,Golden Axe,X360,"Jul 11, 2007",8.2,/game/xbox-360/golden-axe,T,['Backbone Entertainment'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D']"
83.0,Crush,PSP,"May 29, 2007",8.4,/game/psp/crush,E10+,['Zoe Mode'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
79.0,Virtua Tennis 3,PSP,"Mar 26, 2007",7.8,/game/psp/virtua-tennis-3,E,['Sumo Digital'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
65.0,Armored Core 4,PS3,"Mar 20, 2007",7.0,/game/playstation-3/armored-core-4,T,['From Software'],"['Simulation', 'Sci-Fi', 'Vehicle', 'Mech', 'Mech', 'Combat']"
65.0,Armored Core 4,X360,"Mar 20, 2007",7.5,/game/xbox-360/armored-core-4,T,['From Software'],"['Simulation', 'Sci-Fi', 'Vehicle', 'Mech', 'Mech', 'Combat']"
80.0,Virtua Tennis 3,X360,"Mar 20, 2007",7.1,/game/xbox-360/virtua-tennis-3,E,['Sumo Digital'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
80.0,Virtua Tennis 3,PS3,"Mar 20, 2007",7.9,/game/playstation-3/virtua-tennis-3,E,['Sega AM3'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
64.0,Shining Force EXA,PS2,"Mar 20, 2007",7.8,/game/playstation-2/shining-force-exa,E10+,['Neverland'],"['Role-Playing', 'Action RPG']"
73.0,After Burner: Black Falcon,PSP,"Mar 20, 2007",7.5,/game/psp/after-burner-black-falcon,T,['Planet Moon Studios'],"['Simulation', 'Flight', 'Modern Jet', 'Modern Jet', 'Combat']"
53.0,Full Auto 2: Battlelines,PSP,"Mar 20, 2007",6.6,/game/psp/full-auto-2-battlelines,E10+,['Deep Fried Entertainment'],"['Simulation', 'Driving', 'Car Combat', 'Car Combat', 'Vehicle', 'Combat']"
69.0,Sonic and the Secret Rings,WII,"Feb 20, 2007",6.2,/game/wii/sonic-and-the-secret-rings,E,['Sonic Team'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
85.0,Virtua Fighter 5,PS3,"Feb 20, 2007",7.3,/game/playstation-3/virtua-fighter-5,T,['Sega AM2'],"['Action', 'Fighting', 'Fighting', '3D', '3D']"
43.0,Sonic the Hedgehog,PS3,"Jan 30, 2007",4.6,/game/playstation-3/sonic-the-hedgehog,E10+,['Sonic Team'],"['Action', 'Platformer', 'Platformer', '3D', '2D', '3D']"
67.0,Full Auto 2: Battlelines,PS3,"Dec 7, 2006",7.8,/game/playstation-3/full-auto-2-battlelines,T,['Pseudo Interactive'],"['Simulation', 'Driving', 'Car Combat', 'Car Combat', 'Vehicle', 'Combat']"
64.0,Sonic Rivals,PSP,"Nov 16, 2006",7.7,/game/psp/sonic-rivals,E,['Backbone Entertainment'],"['Driving', 'Racing', 'Arcade', 'On-foot', 'Other', 'On-foot']"
82.0,Sega Genesis Collection,PSP,"Nov 16, 2006",8.3,/game/psp/sega-genesis-collection,T,['Sega'],"['Miscellaneous', 'Compilation', 'Compilation']"
46.0,Sonic the Hedgehog,X360,"Nov 14, 2006",5.3,/game/xbox-360/sonic-the-hedgehog,E10+,"['Sega', ' Sonic Team']","['Action', 'Platformer', 'Platformer', '3D', '2D', '3D']"
74.0,Super Monkey Ball: Banana Blitz,WII,"Nov 14, 2006",5.8,/game/wii/super-monkey-ball-banana-blitz,E,['Sega'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
33.0,Sonic the Hedgehog Genesis,GBA,"Nov 14, 2006",2.4,/game/game-boy-advance/sonic-the-hedgehog-genesis,E,['Sonic Team'],"['Action', 'Platformer', '2D']"
88.0,Medieval II: Total War,PC,"Nov 13, 2006",8.9,/game/pc/medieval-ii-total-war,T,['Creative Assembly'],"['Strategy', 'Real-Time', 'Historic', 'General']"
82.0,Sega Genesis Collection,PS2,"Nov 7, 2006",8.5,/game/playstation-2/sega-genesis-collection,T,['Digital Eclipse'],"['Miscellaneous', 'Compilation']"
64.0,Phantasy Star Universe,X360,"Oct 25, 2006",7.5,/game/xbox-360/phantasy-star-universe,T,['Sonic Team'],"['Role-Playing', 'Action RPG', 'Action RPG']"
68.0,Phantasy Star Universe,PS2,"Oct 24, 2006",8.1,/game/playstation-2/phantasy-star-universe,T,['Sonic Team'],"['Role-Playing', 'Action RPG']"
59.0,Phantasy Star Universe,PC,"Oct 24, 2006",6.6,/game/pc/phantasy-star-universe,T,['Sonic Team'],"['Role-Playing', 'Action RPG', 'Action RPG']"
89.0,NHL Eastside Hockey Manager 2007,PC,"Sep 22, 2006",8.4,/game/pc/nhl-eastside-hockey-manager-2007,E,['Sports Interactive'],"['Sports', 'Traditional', 'Team', 'Ice Hockey', 'Management', 'Management', 'Sim']"
75.0,Yakuza,PS2,"Sep 5, 2006",8.3,/game/playstation-2/yakuza,M,['Amusement Vision'],"['Action Adventure', 'Modern']"
56.0,Super Monkey Ball Adventure,PSP,"Aug 29, 2006",6.4,/game/psp/super-monkey-ball-adventure,E,['TT Games'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
53.0,Super Monkey Ball Adventure,PS2,"Aug 1, 2006",6.7,/game/playstation-2/super-monkey-ball-adventure,E,['TT Games'],"['Action', 'Platformer', '3D']"
51.0,Super Monkey Ball Adventure,GC,"Aug 1, 2006",7.1,/game/gamecube/super-monkey-ball-adventure,E,['TT Games'],"['Action', 'Platformer', '3D']"
71.0,Chromehounds,X360,"Jul 11, 2006",6.9,/game/xbox-360/chromehounds,T,['From Software'],"['Simulation', 'Sci-Fi', 'Vehicle', 'Mech', 'Mech', 'Combat']"
81.0,OutRun 2006: Coast 2 Coast,PC,"Jun 27, 2006",7.9,/game/pc/outrun-2006-coast-2-coast,E,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
79.0,Rome: Total War Alexander,PC,"Jun 19, 2006",7.6,/game/pc/rome-total-war-alexander,T,['Creative Assembly'],"['Strategy', 'Real-Time', 'Historic', 'General', 'Historic']"
81.0,OutRun 2006: Coast 2 Coast,PS2,"Apr 25, 2006",8.7,/game/playstation-2/outrun-2006-coast-2-coast,E,['Sumo Digital'],"['Driving', 'Racing', 'Arcade']"
82.0,OutRun 2006: Coast 2 Coast,PSP,"Apr 25, 2006",8.5,/game/psp/outrun-2006-coast-2-coast,E,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
77.0,OutRun 2006: Coast 2 Coast,XBOX,"Apr 25, 2006",8.1,/game/xbox/outrun-2006-coast-2-coast,E,['Sumo Digital'],"['Driving', 'Racing', 'Arcade']"
78.0,Condemned: Criminal Origins,PC,"Apr 11, 2006",7.7,/game/pc/condemned-criminal-origins,M,['Monolith Productions'],"['Action Adventure', 'Horror', 'Horror', 'Survival']"
62.0,The Tower SP,GBA,"Mar 21, 2006",7.8,/game/game-boy-advance/the-tower-sp,E,['Vivarium'],"['Miscellaneous', 'Virtual Life']"
63.0,Super Monkey Ball: Touch & Roll,DS,"Feb 21, 2006",7.7,/game/ds/super-monkey-ball-touch-roll,E,['Sega'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
55.0,Sonic Riders,PS2,"Feb 21, 2006",7.7,/game/playstation-2/sonic-riders,E,['Sonic Team'],"['Driving', 'Racing', 'Arcade']"
56.0,Sonic Riders,XBOX,"Feb 21, 2006",8.3,/game/xbox/sonic-riders,E,['Sonic Team'],"['Driving', 'Racing', 'Arcade']"
59.0,Sonic Riders,GC,"Feb 21, 2006",8.1,/game/gamecube/sonic-riders,E,['Sonic Team'],"['Driving', 'Racing', 'Other']"
70.0,Full Auto,X360,"Feb 14, 2006",7.7,/game/xbox-360/full-auto,T,['Pseudo Interactive'],"['Simulation', 'Driving', 'Car Combat', 'Car Combat', 'Vehicle', 'Combat']"
68.0,The Rub Rabbits!,DS,"Feb 13, 2006",7.7,/game/ds/the-rub-rabbits!,T,['Sonic Team'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Party / Minigame', 'General']"
81.0,Condemned: Criminal Origins,X360,"Nov 16, 2005",8.2,/game/xbox-360/condemned-criminal-origins,M,['Monolith Productions'],"['Action Adventure', 'Horror', 'Horror', 'Survival']"
82.0,Sonic Rush,DS,"Nov 15, 2005",8.1,/game/ds/sonic-rush,E,"['Dimps Corporation', ' Sonic Team']","['Action', 'Platformer', 'Platformer', '2D', '2D']"
45.0,Shadow the Hedgehog,PS2,"Nov 15, 2005",6.0,/game/playstation-2/shadow-the-hedgehog,E10+,['Sonic Team'],"['Action', 'Platformer', '3D']"
51.0,Shadow the Hedgehog,GC,"Nov 15, 2005",6.4,/game/gamecube/shadow-the-hedgehog,E10+,['Sonic Team'],"['Action', 'Platformer', '3D']"
49.0,Shadow the Hedgehog,XBOX,"Nov 15, 2005",6.0,/game/xbox/shadow-the-hedgehog,E10+,['Sega'],"['Action', 'Platformer', '3D']"
71.0,Stuart Little 3: Big Photo Adventure,PS2,"Nov 14, 2005",8.2,/game/playstation-2/stuart-little-3-big-photo-adventure,E,['Magenta Software'],"['Action', 'Platformer', '3D']"
73.0,Spartan: Total Warrior,GC,"Oct 27, 2005",8.3,/game/gamecube/spartan-total-warrior,M,['Creative Assembly'],"['Action Adventure', 'Fantasy']"
74.0,Spartan: Total Warrior,PS2,"Oct 25, 2005",8.7,/game/playstation-2/spartan-total-warrior,M,['Creative Assembly'],"['Action Adventure', 'Historic']"
68.0,Taito Legends,PS2,"Oct 25, 2005",7.9,/game/playstation-2/taito-legends,T,['Empire Oxford'],"['Miscellaneous', 'Compilation']"
73.0,Spartan: Total Warrior,XBOX,"Oct 25, 2005",8.8,/game/xbox/spartan-total-warrior,M,['Creative Assembly'],"['Action Adventure', 'Fantasy']"
83.0,Gunstar Super Heroes,GBA,"Oct 25, 2005",8.0,/game/game-boy-advance/gunstar-super-heroes,E10+,['Treasure'],"['Action', 'Shooter', 'Scrolling']"
69.0,Shining Force Neo,PS2,"Oct 20, 2005",8.3,/game/playstation-2/shining-force-neo,T,['Neverland'],"['Role-Playing', 'Action RPG']"
84.0,Virtua Tennis: World Tour,PSP,"Oct 7, 2005",8.1,/game/psp/virtua-tennis-world-tour,E,['Sumo Digital'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
82.0,Rome: Total War Barbarian Invasion,PC,"Sep 27, 2005",8.4,/game/pc/rome-total-war-barbarian-invasion,T,['Creative Assembly'],"['Strategy', 'Real-Time', 'Historic', 'General']"
64.0,Sonic Gems Collection,GC,"Aug 16, 2005",8.2,/game/gamecube/sonic-gems-collection,E,['Sonic Team'],"['Miscellaneous', 'Compilation']"
54.0,Spikeout: Battle Street,XBOX,"Mar 29, 2005",6.6,/game/xbox/spikeout-battle-street,T,['Dimps Corporation'],"['Action', ""Beat-'Em-Up""]"
58.0,Iron Phoenix,XBOX,"Mar 25, 2005",7.2,/game/xbox/iron-phoenix,T,['InterServ International'],"['Action', 'Fighting', '3D']"
61.0,Shining Tears,PS2,"Mar 22, 2005",6.6,/game/playstation-2/shining-tears,T,['Nex Entertainment'],"['Role-Playing', 'Action RPG']"
46.0,Sega Classics Collection,PS2,"Mar 22, 2005",6.3,/game/playstation-2/sega-classics-collection,T,['Sega'],"['Miscellaneous', 'Compilation']"
63.0,Worms Forts: Under Siege,PS2,"Mar 15, 2005",7.9,/game/playstation-2/worms-forts-under-siege,T,['Team17'],"['Strategy', 'Turn-Based', 'Fantasy']"
78.0,Super Monkey Ball Deluxe,PS2,"Mar 15, 2005",7.8,/game/playstation-2/super-monkey-ball-deluxe,E,['Sega'],"['Miscellaneous', 'Party']"
67.0,Worms Forts: Under Siege,XBOX,"Mar 15, 2005",7.8,/game/xbox/worms-forts-under-siege,T,['Team17'],"['Strategy', 'Turn-Based', 'Fantasy']"
81.0,Super Monkey Ball Deluxe,XBOX,"Mar 15, 2005",7.8,/game/xbox/super-monkey-ball-deluxe,E,['Sega'],"['Miscellaneous', 'Party']"
69.0,Worms 3D,XBOX,"Mar 1, 2005",8.3,/game/xbox/worms-3d,T,['Team17'],"['Strategy', 'General']"
58.0,Tenchu: Fatal Shadows,PS2,"Feb 15, 2005",7.8,/game/playstation-2/tenchu-fatal-shadows,M,['K2 LLC'],"['Action Adventure', 'Fantasy']"
55.0,Virtua Quest,GC,"Jan 19, 2005",5.2,/game/gamecube/virtua-quest,T,['Artificial Mind and Movement'],"['Role-Playing', 'Action RPG']"
53.0,Virtua Quest,PS2,"Jan 18, 2005",7.6,/game/playstation-2/virtua-quest,T,['Artificial Mind and Movement'],"['Role-Playing', 'Action RPG']"
89.0,Worldwide Soccer Manager 2005,PC,"Dec 7, 2004",8.3,/game/pc/worldwide-soccer-manager-2005,E,['Sports Interactive'],"['Sports', 'Traditional', 'Team', 'Soccer', 'Management', 'Management']"
66.0,Sonic Heroes,PC,"Nov 17, 2004",7.4,/game/pc/sonic-heroes,E,['Sonic Team'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
86.0,ESPN College Hoops 2K5,PS2,"Nov 17, 2004",8.1,/game/playstation-2/espn-college-hoops-2k5,E,['Visual Concepts'],"['Sports', 'Traditional', 'Basketball', 'Sim']"
86.0,ESPN College Hoops 2K5,XBOX,"Nov 17, 2004",7.8,/game/xbox/espn-college-hoops-2k5,E,['Visual Concepts'],"['Sports', 'Traditional', 'Basketball', 'Sim']"
75.0,Feel the Magic: XY/XX,DS,"Nov 16, 2004",7.5,/game/ds/feel-the-magic-xyxx,T,['Sonic Team'],"['Miscellaneous', 'Puzzle', 'Puzzle', 'General', 'Puzzle', 'Party / Minigame', 'General']"
72.0,Sega SuperStars,PS2,"Nov 3, 2004",7.0,/game/playstation-2/sega-superstars,T,['Sonic Team'],"['Miscellaneous', 'Party']"
73.0,Sonic Mega Collection Plus,PS2,"Nov 2, 2004",8.6,/game/playstation-2/sonic-mega-collection-plus,E,['Sonic Team'],"['Miscellaneous', 'Compilation']"
75.0,Sonic Mega Collection Plus,XBOX,"Nov 2, 2004",8.3,/game/xbox/sonic-mega-collection-plus,E,['Sonic Team'],"['Miscellaneous', 'Compilation']"
79.0,Otogi 2: Immortal Warriors,XBOX,"Oct 21, 2004",7.8,/game/xbox/otogi-2-immortal-warriors,T,['From Software'],"['Action Adventure', 'Fantasy']"
77.0,NHL Eastside Hockey Manager,PC,"Oct 19, 2004",6.9,/game/pc/nhl-eastside-hockey-manager,E,['Sports Interactive'],"['Sports', 'Traditional', 'Team', 'Ice Hockey', 'Management', 'Sim']"
83.0,ESPN NBA 2K5,PS2,"Sep 30, 2004",7.5,/game/playstation-2/espn-nba-2k5,E,['Visual Concepts'],"['Sports', 'Traditional', 'Basketball', 'Sim']"
85.0,ESPN NBA 2K5,XBOX,"Sep 28, 2004",7.9,/game/xbox/espn-nba-2k5,E,['Visual Concepts'],"['Sports', 'Traditional', 'Basketball', 'Sim']"
62.0,Headhunter: Redemption,PS2,"Sep 21, 2004",7.1,/game/playstation-2/headhunter-redemption,M,['Amuze'],"['Action Adventure', 'Sci-Fi']"
67.0,Blood Will Tell,PS2,"Sep 21, 2004",8.2,/game/playstation-2/blood-will-tell,M,['Paon Corporation'],"['Action Adventure', 'Fantasy']"
59.0,Headhunter: Redemption,XBOX,"Sep 21, 2004",6.3,/game/xbox/headhunter-redemption,M,['Amuze'],"['Action Adventure', 'Sci-Fi']"
86.0,ESPN NHL 2K5,PS2,"Aug 30, 2004",8.2,/game/playstation-2/espn-nhl-2k5,E,['Kush Games'],"['Sports', 'Traditional', 'Ice Hockey', 'Sim']"
88.0,ESPN NHL 2K5,XBOX,"Aug 30, 2004",8.0,/game/xbox/espn-nhl-2k5,E,['Kush Games'],"['Sports', 'Traditional', 'Ice Hockey', 'Sim']"
59.0,Amazing Island,GC,"Aug 25, 2004",7.0,/game/gamecube/amazing-island,E,['Hitmaker'],"['Strategy', 'Breeding/Constructing']"
54.0,Astro Boy,PS2,"Aug 18, 2004",7.4,/game/playstation-2/astro-boy,E,['Sonic Team'],"['Action', 'General']"
85.0,Astro Boy: Omega Factor,GBA,"Aug 18, 2004",8.7,/game/game-boy-advance/astro-boy-omega-factor,E,['Hitmaker'],"['Action', 'Shooter', 'Scrolling']"
90.0,ESPN NFL 2K5,PS2,"Jul 20, 2004",8.6,/game/playstation-2/espn-nfl-2k5,E,['Visual Concepts'],"['Sports', 'Traditional', 'Football', 'Sim']"
72.0,Puyo Pop Fever,GC,"Jul 20, 2004",8.1,/game/gamecube/puyo-pop-fever,E,['Sonic Team'],"['Miscellaneous', 'Puzzle', 'Matching']"
92.0,ESPN NFL 2K5,XBOX,"Jul 20, 2004",8.1,/game/xbox/espn-nfl-2k5,E,['Visual Concepts'],"['Sports', 'Traditional', 'Football', 'Sim']"
79.0,ESPN Major League Baseball,PS2,"May 4, 2004",8.7,/game/playstation-2/espn-major-league-baseball,E,['Blue Shift'],"['Sports', 'Traditional', 'Baseball', 'Sim']"
78.0,ESPN Major League Baseball,XBOX,"Apr 6, 2004",7.4,/game/xbox/espn-major-league-baseball,E,['Blue Shift'],"['Sports', 'Traditional', 'Baseball', 'Sim']"
59.0,Samurai Jack: The Shadow of Aku,PS2,"Mar 24, 2004",8.4,/game/playstation-2/samurai-jack-the-shadow-of-aku,T,['Adrenium'],"['Action', 'General', 'Platformer', '3D']"
59.0,Samurai Jack: The Shadow of Aku,GC,"Mar 24, 2004",6.2,/game/gamecube/samurai-jack-the-shadow-of-aku,T,['Adrenium'],"['Action', 'General']"
71.0,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,"Mar 2, 2004",8.1,/game/gamecube/phantasy-star-online-episode-iii-card-revolution,T,['Sonic Team'],"['Miscellaneous', 'Card Battle']"
68.0,Nightshade,PS2,"Feb 10, 2004",7.8,/game/playstation-2/nightshade,M,['Wow Entertainment'],"['Action', ""Beat-'Em-Up""]"
64.0,Sonic Heroes,PS2,"Jan 27, 2004",7.4,/game/playstation-2/sonic-heroes,E,['Sonic Team'],"['Action', 'Platformer', '3D']"
72.0,Sega GT Online,XBOX,"Jan 27, 2004",7.7,/game/xbox/sega-gt-online,T,['Wow Entertainment'],"['Driving', 'Racing', 'GT / Street']"
73.0,Sonic Heroes,XBOX,"Jan 27, 2004",7.9,/game/xbox/sonic-heroes,E,['Sonic Team'],"['Action', 'Platformer', '3D']"
72.0,Sonic Heroes,GC,"Jan 5, 2004",7.9,/game/gamecube/sonic-heroes,E,['Sonic Team'],"['Action', 'Platformer', '3D']"
83.0,ESPN College Hoops,PS2,"Nov 13, 2003",8.5,/game/playstation-2/espn-college-hoops,E,['Visual Concepts'],"['Sports', 'Traditional', 'Basketball', 'Sim']"
80.0,ESPN College Hoops,XBOX,"Nov 13, 2003",6.6,/game/xbox/espn-college-hoops,E,['Visual Concepts'],"['Sports', 'Traditional', 'Basketball', 'Sim']"
87.0,ESPN NBA Basketball,XBOX,"Oct 22, 2003",7.6,/game/xbox/espn-nba-basketball,E,['Visual Concepts'],"['Sports', 'Traditional', 'Basketball', 'Sim']"
