meta_score,title,platform,date,user_score,link,esrb_rating,developers,genres
78.0,Vanquish,PC,"May 25, 2017",9.0,/game/pc/vanquish,M,['PlatinumGames'],"['Action', 'Shooter', 'Third-Person', 'Arcade']"
80.0,Utawarerumono: Mask of Deception,VITA,"May 23, 2017",8.9,/game/playstation-vita/utawarerumono-mask-of-deception,M,['Aqua Plus'],"['Strategy', 'Adventure', 'Turn-Based', 'General']"
80.0,Endless Space 2,PC,"May 19, 2017",7.8,/game/pc/endless-space-2,E10+,['Amplitude Studios'],"['Strategy', 'Turn-Based', '4X']"
77.0,"Warhammer 40,000: Dawn of War III",PC,"Apr 27, 2017",4.6,/game/pc/warhammer-40000-dawn-of-war-iii,M,"['Relic', ' Relic Entertainment']","['Sci-Fi', 'Strategy', 'Real-Time', 'General']"
83.0,Puyo Puyo Tetris,PS4,"Apr 25, 2017",7.5,/game/playstation-4/puyo-puyo-tetris,E10+,"['Sega', ' Sonic Team']","['Puzzle', 'Stacking']"
81.0,Puyo Puyo Tetris,Switch,"Apr 25, 2017",8.1,/game/switch/puyo-puyo-tetris,E10+,['Sonic Team'],"['Puzzle', 'Matching', 'Stacking']"
90.0,Bayonetta,PC,"Apr 11, 2017",8.1,/game/pc/bayonetta,M,"['PlatinumGames', ' Nex Entertainment']","['Action Adventure', 'Linear']"
85.0,Yakuza 0,PS4,"Jan 24, 2017",8.6,/game/playstation-4/yakuza-0,M,['Ryu ga Gotoku Studios'],"['Action Adventure', 'Open-World']"
84.0,Hatsune Miku: Project Diva Future Tone - Colorful Tone,PS4,"Jan 10, 2017",7.9,/game/playstation-4/hatsune-miku-project-diva-future-tone---colorful-tone,T,['Sega'],"['Action', 'Rhythm', 'Music']"
84.0,Hatsune Miku: Project Diva Future Tone - Future Sound,PS4,"Jan 10, 2017",7.7,/game/playstation-4/hatsune-miku-project-diva-future-tone---future-sound,T,['Sega'],"['Action', 'Rhythm', 'Music']"
81.0,Motorsport Manager,PC,"Nov 9, 2016",8.2,/game/pc/motorsport-manager,E10+,"['Playsport Games', ' Playsport Games Ltd']","['Action', 'Simulation', 'General', 'Virtual', 'Career']"
80.0,Football Manager 2017,PC,"Nov 4, 2016",5.5,/game/pc/football-manager-2017,E,['Sports Interactive'],"['Sports', 'Team', 'Soccer', 'Management']"
61.0,Hatsune Miku VR: Future Live,PS4,"Oct 13, 2016",7.1,/game/playstation-4/hatsune-miku-vr-future-live,T,"['SegaSoft', ' Sega']","['Action', 'Rhythm', 'Music']"
62.0,Sonic Boom: Fire & Ice,3DS,"Sep 27, 2016",7.2,/game/3ds/sonic-boom-fire-ice,E,['Sanzaru Games'],"['Action', 'Platformer', '2D', '3D']"
83.0,Hatsune Miku: Project Diva X,VITA,"Aug 30, 2016",8.0,/game/playstation-vita/hatsune-miku-project-diva-x,T,['Sega'],"['Action', 'Rhythm', 'Music']"
78.0,Hatsune Miku: Project Diva X,PS4,"Aug 30, 2016",7.4,/game/playstation-4/hatsune-miku-project-diva-x,T,['Sega'],"['Action', 'Rhythm', 'Music']"
76.0,7th Dragon III Code: VFD,3DS,"Jul 12, 2016",7.9,/game/3ds/7th-dragon-iii-code-vfd,T,['Sega'],"['General', 'Role-Playing', 'Japanese-Style']"
86.0,Total War: WARHAMMER,PC,"May 24, 2016",7.4,/game/pc/total-war-warhammer,T,['Creative Assembly'],"['Strategy', 'Turn-Based', 'General']"
84.0,Valkyria Chronicles Remastered,PS4,"May 17, 2016",8.2,/game/playstation-4/valkyria-chronicles-remastered,T,['Sega'],"['Strategy', 'Turn-Based', 'Tactics']"
73.0,Sega 3D Classics Collection,3DS,"Apr 26, 2016",7.6,/game/3ds/sega-3d-classics-collection,E10+,['M2'],"['Miscellaneous', 'Compilation']"
83.0,Yakuza 5,PS3,"Dec 8, 2015",8.5,/game/playstation-3/yakuza-5,M,['Ryu ga Gotoku Studios'],"['Modern', 'Action Adventure', 'Open-World']"
81.0,Football Manager 2016,PC,"Nov 13, 2015",7.1,/game/pc/football-manager-2016,E,['Sega'],"['Sports', 'Team', 'Soccer', 'Management']"
87.0,3D Sonic the Hedgehog 2,3DS,"Oct 8, 2015",8.2,/game/3ds/3d-sonic-the-hedgehog-2,E,['M2'],"['Action', 'Platformer', '2D']"
66.0,Dengeki Bunko: Fighting Climax,PS3,"Oct 6, 2015",8.0,/game/playstation-3/dengeki-bunko-fighting-climax,T,"['Sega', ' French-Bread']","['Action', 'Fighting', '2D']"
75.0,Dengeki Bunko: Fighting Climax,VITA,"Oct 6, 2015",8.3,/game/playstation-vita/dengeki-bunko-fighting-climax,T,"['Sega', ' French-Bread']","['Action', 'Fighting', '2D']"
80.0,Hatsune Miku: Project Mirai DX,3DS,"Sep 8, 2015",8.2,/game/3ds/hatsune-miku-project-mirai-dx,E10+,['Sega'],"['Miscellaneous', 'Action', 'Rhythm', 'Music']"
80.0,Company of Heroes 2: The British Forces,PC,"Sep 2, 2015",6.3,/game/pc/company-of-heroes-2-the-british-forces,M,"['Relic', ' Relic Entertainment']","['Strategy', 'Real-Time', 'General']"
89.0,3D Gunstar Heroes,3DS,"Aug 20, 2015",7.9,/game/3ds/3d-gunstar-heroes,E10+,['M2'],"['Action', 'Platformer', 'Shooter', '2D', ""Shoot-'Em-Up"", 'Horizontal']"
89.0,3D Streets of Rage II,3DS,"Jul 23, 2015",7.7,/game/3ds/3d-streets-of-rage-ii,E10+,['M2'],"['Action', ""Beat-'Em-Up"", '2D']"
72.0,Tembo the Badass Elephant,PS4,"Jul 21, 2015",6.7,/game/playstation-4/tembo-the-badass-elephant,E10+,['Game Freak'],"['Action Adventure', 'General']"
70.0,Tembo the Badass Elephant,XONE,"Jul 21, 2015",6.8,/game/xbox-one/tembo-the-badass-elephant,E10+,['Game Freak'],"['Action Adventure', 'General']"
69.0,Tembo the Badass Elephant,PC,"Jul 21, 2015",7.3,/game/pc/tembo-the-badass-elephant,E10+,['Game Freak'],"['Action Adventure', 'General']"
74.0,3D Thunder Blade,3DS,"May 14, 2015",7.2,/game/3ds/3d-thunder-blade,E10+,['M2'],"['Scrolling', 'Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']"
87.0,3D Out Run,3DS,"Mar 12, 2015",8.1,/game/3ds/3d-out-run,E,['M2'],"['Driving', 'Racing', 'Arcade', 'Automobile']"
80.0,Total War: Attila,PC,"Feb 17, 2015",7.4,/game/pc/total-war-attila,T,['Creative Assembly'],"['Strategy', 'Real-Time', 'General', 'Historic']"
79.0,3D Fantasy Zone,3DS,"Feb 12, 2015",7.2,/game/3ds/3d-fantasy-zone,E,['M2'],"['Action', 'Shooter', 'Scrolling', ""Shoot-'Em-Up"", 'Vertical', 'Horizontal']"
81.0,3D After Burner II,3DS,"Jan 15, 2015",7.8,/game/3ds/3d-after-burner-ii,E10+,['M2'],"['Action', 'Simulation', 'Flight', 'Shooter', 'Scrolling', 'Rail', ""Shoot-'Em-Up"", 'Combat', 'Vertical']"
78.0,Hatsune Miku: Project Diva F 2nd,PS3,"Nov 18, 2014",8.0,/game/playstation-3/hatsune-miku-project-diva-f-2nd,T,['Sega'],"['Action', 'Miscellaneous', 'Rhythm', 'Music']"
81.0,Hatsune Miku: Project Diva F 2nd,VITA,"Nov 18, 2014",8.0,/game/playstation-vita/hatsune-miku-project-diva-f-2nd,T,['Sega'],"['Action', 'Miscellaneous', 'Rhythm', 'Music']"
81.0,Company of Heroes 2: Ardennes Assault,PC,"Nov 17, 2014",6.3,/game/pc/company-of-heroes-2-ardennes-assault,M,"['Relic', ' Sega', ' Relic Entertainment']","['Strategy', 'Real-Time', 'General', 'Historic']"
32.0,Sonic Boom: Rise of Lyric,WIIU,"Nov 11, 2014",3.6,/game/wii-u/sonic-boom-rise-of-lyric,E10+,['Big Red Button Entertainment'],"['General', 'Action', 'Platformer', '3D']"
47.0,Sonic Boom: Shattered Crystal,3DS,"Nov 11, 2014",6.1,/game/3ds/sonic-boom-shattered-crystal,E,['Sanzaru Games'],"['Action', 'General', 'Platformer', '2D']"
85.0,Valkyria Chronicles,PC,"Nov 11, 2014",8.2,/game/pc/valkyria-chronicles,T,['Sega'],"['General', 'Historic', 'Strategy', 'Turn-Based', 'Tactics']"
78.0,Alien: Isolation,XONE,"Oct 7, 2014",8.3,/game/xbox-one/alien-isolation,M,['Creative Assembly'],"['Action Adventure', 'Sci-Fi', 'General', 'Survival']"
79.0,Alien: Isolation,PS4,"Oct 7, 2014",8.4,/game/playstation-4/alien-isolation,M,['Creative Assembly'],"['Action Adventure', 'Sci-Fi', 'General', 'Survival']"
81.0,Alien: Isolation,PC,"Oct 6, 2014",8.5,/game/pc/alien-isolation,M,['Creative Assembly'],"['Action Adventure', 'Sci-Fi', 'General', 'Survival']"
80.0,Company of Heroes 2: The Western Front Armies,PC,"Jun 23, 2014",6.9,/game/pc/company-of-heroes-2-the-western-front-armies,M,"['Relic', ' Relic Entertainment']","['Strategy', 'Real-Time', 'General', 'Historic']"
81.0,Hatsune Miku: Project Diva f,VITA,"Mar 4, 2014",8.1,/game/playstation-vita/hatsune-miku-project-diva-f,T,['Sega'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
77.0,3D Galaxy Force II,3DS,"Dec 12, 2013",8.0,/game/3ds/3d-galaxy-force-ii,E,['M2'],"['Action', 'General', 'General', 'Shooter', 'Rail']"
81.0,3D Sonic the Hedgehog,3DS,"Dec 5, 2013",8.1,/game/3ds/3d-sonic-the-hedgehog,E,['M2'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
70.0,3D Space Harrier,3DS,"Nov 28, 2013",7.4,/game/3ds/3d-space-harrier,E10+,['M2'],"['Action', 'Shooter', 'Shooter', 'Rail', 'Scrolling', 'Rail']"
76.0,3D Super Hang-On,3DS,"Nov 28, 2013",7.2,/game/3ds/3d-super-hang-on,E10+,['M2'],"['Driving', 'Racing', 'General', 'General', 'Arcade', 'Automobile']"
85.0,Football Manager 2014,PC,"Oct 30, 2013",5.7,/game/pc/football-manager-2014,E,['Sports Interactive'],"['Sports', 'Traditional', 'Team', 'Soccer', 'Management', 'Management']"
63.0,Sonic: Lost World,WIIU,"Oct 29, 2013",7.2,/game/wii-u/sonic-lost-world,E10+,['Sonic Team'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
59.0,Sonic: Lost World,3DS,"Oct 29, 2013",6.2,/game/3ds/sonic-lost-world,E10+,['Dimps Corporation'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
71.0,The Typing of the Dead: Overkill,PC,"Oct 29, 2013",7.5,/game/pc/the-typing-of-the-dead-overkill,M,['Modern Dream'],"['Action', 'General', 'General', 'Arcade']"
67.0,Disney Castle of Illusion starring Mickey Mouse,X360,"Sep 4, 2013",7.0,/game/xbox-360/disney-castle-of-illusion-starring-mickey-mouse,E,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
69.0,Disney Castle of Illusion starring Mickey Mouse,PC,"Sep 4, 2013",6.9,/game/pc/disney-castle-of-illusion-starring-mickey-mouse,E,['Sega'],"['Platformer', '2D', 'Action', 'Platformer', '2D']"
72.0,Disney Castle of Illusion starring Mickey Mouse,PS3,"Sep 3, 2013",7.3,/game/playstation-3/disney-castle-of-illusion-starring-mickey-mouse,E,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
76.0,Total War: Rome II,PC,"Sep 2, 2013",4.4,/game/pc/total-war-rome-ii,T,['Creative Assembly'],"['Strategy', 'Real-Time', 'Historic', 'General', 'Historic']"
73.0,Hatsune Miku: Project Diva F,PS3,"Aug 27, 2013",7.8,/game/playstation-3/hatsune-miku-project-diva-f,T,['Sega'],"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']"
80.0,Company of Heroes 2,PC,"Jun 25, 2013",2.2,/game/pc/company-of-heroes-2,M,"['Relic', ' Relic Entertainment']","['Strategy', 'Real-Time', 'Historic', 'General', 'Historic']"
48.0,Aliens: Colonial Marines,X360,"Feb 12, 2013",3.9,/game/xbox-360/aliens-colonial-marines,M,['Gearbox Software'],"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
43.0,Aliens: Colonial Marines,PS3,"Feb 12, 2013",3.7,/game/playstation-3/aliens-colonial-marines,M,['Gearbox Software'],"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
63.0,Sonic & All-Stars Racing Transformed,3DS,"Feb 12, 2013",5.8,/game/3ds/sonic-all-stars-racing-transformed,E,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Other', 'Kart', 'Automobile']"
45.0,Aliens: Colonial Marines,PC,"Feb 11, 2013",3.6,/game/pc/aliens-colonial-marines,M,['Gearbox Software'],"['Action', 'Shooter', 'Shooter', 'First-Person', 'Sci-Fi', 'Sci-Fi', 'Arcade']"
79.0,Sonic & All-Stars Racing Transformed,PC,"Jan 31, 2013",8.5,/game/pc/sonic-all-stars-racing-transformed,E10+,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Other', 'Kart', 'Automobile']"
68.0,The Cave,2013),"Jan 23, 2013",7.6,/game/pc/the-cave-2013,T,['Double Fine Productions'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
70.0,The Cave,X360,"Jan 23, 2013",7.7,/game/xbox-360/the-cave,T,['Double Fine Productions'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
72.0,The Cave,PS3,"Jan 22, 2013",7.6,/game/playstation-3/the-cave,T,['Double Fine Productions'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
72.0,The Cave,WIIU,"Jan 22, 2013",7.3,/game/wii-u/the-cave,T,['Double Fine Productions'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
73.0,Anarchy Reigns,X360,"Jan 8, 2013",8.0,/game/xbox-360/anarchy-reigns,M,['PlatinumGames'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '3D']"
71.0,Anarchy Reigns,PS3,"Jan 8, 2013",8.1,/game/playstation-3/anarchy-reigns,M,['PlatinumGames'],"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '3D']"
75.0,Sonic & All-Stars Racing Transformed,VITA,"Dec 18, 2012",7.8,/game/playstation-vita/sonic-all-stars-racing-transformed,E10+,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Other', 'Kart', 'Automobile']"
47.0,Sonic the Fighters,X360,"Nov 28, 2012",6.8,/game/xbox-360/sonic-the-fighters,E,['Sega AM2'],"['Action', 'Fighting', 'Fighting', '3D', '3D']"
71.0,Fighting Vipers,X360,"Nov 28, 2012",7.8,/game/xbox-360/fighting-vipers,E10+,['Sega AM2'],"['Action', 'Fighting', 'Fighting', '3D', '3D']"
70.0,Virtua Fighter 2,X360,"Nov 28, 2012",6.6,/game/xbox-360/virtua-fighter-2,E10+,['Sega AM2'],"['Action', 'Fighting', 'Fighting', '3D', '3D']"
78.0,Sonic & All-Stars Racing Transformed,WIIU,"Nov 18, 2012",8.1,/game/wii-u/sonic-all-stars-racing-transformed,E10+,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Other', 'Kart', 'Automobile']"
82.0,Sonic & All-Stars Racing Transformed,X360,"Nov 18, 2012",8.3,/game/xbox-360/sonic-all-stars-racing-transformed,E10+,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Other', 'Kart', 'Automobile']"
82.0,Sonic & All-Stars Racing Transformed,PS3,"Nov 18, 2012",8.0,/game/playstation-3/sonic-all-stars-racing-transformed,E10+,['Sumo Digital'],"['Driving', 'Racing', 'Arcade', 'Kart', 'Other', 'Kart', 'Automobile']"
69.0,Sega Vintage Collection: ToeJam & Earl,X360,"Nov 7, 2012",7.1,/game/xbox-360/sega-vintage-collection-toejam-earl,E,['M2'],"['Action', 'Miscellaneous', 'Platformer', 'Compilation', '2D']"
66.0,Super Monkey Ball: Banana Splitz,VITA,"Oct 23, 2012",7.3,/game/playstation-vita/super-monkey-ball-banana-splitz,E,['Marvelous AQL'],"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']"
65.0,Viking: Battle for Asgard,PC,"Oct 17, 2012",5.5,/game/pc/viking-battle-for-asgard,M,['Creative Assembly'],"['Action Adventure', 'Fantasy', 'General', 'Fantasy']"
72.0,NiGHTS into Dreams...,X360,"Oct 5, 2012",7.8,/game/xbox-360/nights-into-dreams,E,['Sonic Team'],"['Action', 'Platformer', 'General', 'Platformer', '3D', '3D']"
60.0,Sonic Adventure 2,X360,"Oct 5, 2012",8.0,/game/xbox-360/sonic-adventure-2,E10+,"['Sega', ' Sonic Team']","['Action', 'Platformer', 'Platformer', '3D', '3D']"
64.0,Hell Yeah! Wrath of the Dead Rabbit,PC,"Oct 3, 2012",7.1,/game/pc/hell-yeah!-wrath-of-the-dead-rabbit,T,['Arkedo Studio'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
75.0,NiGHTS into Dreams...,PS3,"Oct 2, 2012",7.9,/game/playstation-3/nights-into-dreams,E,['Sonic Team'],"['Platformer', '3D', 'Action', 'General', 'Platformer', '3D']"
65.0,Sonic Adventure 2,PS3,"Oct 2, 2012",8.1,/game/playstation-3/sonic-adventure-2,E10+,['Sonic Team'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
70.0,Hell Yeah! Wrath of the Dead Rabbit,X360,"Sep 26, 2012",8.4,/game/xbox-360/hell-yeah!-wrath-of-the-dead-rabbit,T,['Arkedo Studio'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
68.0,Hell Yeah! Wrath of the Dead Rabbit,PS3,"Sep 25, 2012",7.9,/game/playstation-3/hell-yeah!-wrath-of-the-dead-rabbit,T,['Arkedo Studio'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
70.0,Jet Set Radio,X360,"Sep 19, 2012",7.6,/game/xbox-360/jet-set-radio,T,['Blit'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
75.0,Jet Set Radio,PS3,"Sep 18, 2012",7.3,/game/playstation-3/jet-set-radio,T,['Sega'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
76.0,Rhythm Thief & the Emperor's Treasure,3DS,"Jul 10, 2012",8.1,/game/3ds/rhythm-thief-the-emperors-treasure,E10+,"['Sega', ' Xeen']","['Action', 'Miscellaneous', 'Rhythm', 'Puzzle', 'General', 'Music', 'Music']"
66.0,London 2012 - The Official Video Game of the Olympic Games,PS3,"Jun 26, 2012",6.4,/game/playstation-3/london-2012---the-official-video-game-of-the-olympic-games,E,['Sega Studios Australia'],"['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
64.0,London 2012 - The Official Video Game of the Olympic Games,X360,"Jun 26, 2012",6.6,/game/xbox-360/london-2012---the-official-video-game-of-the-olympic-games,E,['Sega Studios Australia'],"['Olympic Sports', 'Sports', 'Olympic Sports', 'Individual', 'Athletics']"
65.0,London 2012 - The Official Video Game of the Olympic Games,PC,"Jun 26, 2012",6.2,/game/pc/london-2012---the-official-video-game-of-the-olympic-games,E,['Sega Studios Australia'],"['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
81.0,Virtua Fighter 5 Final Showdown,X360,"Jun 6, 2012",7.9,/game/xbox-360/virtua-fighter-5-final-showdown,T,['Sega AM2'],"['Action', 'Fighting', 'Fighting', '3D', '3D']"
82.0,Virtua Fighter 5 Final Showdown,PS3,"Jun 5, 2012",6.2,/game/playstation-3/virtua-fighter-5-final-showdown,T,['Sega AM2'],"['Action', 'Fighting', 'Fighting', '3D', '3D']"
84.0,Sega Vintage Collection: Streets of Rage,X360,"May 30, 2012",8.7,/game/xbox-360/sega-vintage-collection-streets-of-rage,E10+,['M2'],"['Miscellaneous', 'Compilation', 'Compilation']"
60.0,Sega Vintage Collection: Golden Axe,X360,"May 30, 2012",7.9,/game/xbox-360/sega-vintage-collection-golden-axe,T,['M2'],"['Miscellaneous', 'Compilation', 'Compilation']"
72.0,Sega Vintage Collection: Monster World,X360,"May 23, 2012",8.0,/game/xbox-360/sega-vintage-collection-monster-world,E,['M2'],"['Action', 'Miscellaneous', 'Platformer', 'Compilation', 'Compilation', '2D']"
69.0,Sega Vintage Collection: Alex Kidd & Co.,X360,"May 23, 2012",8.2,/game/xbox-360/sega-vintage-collection-alex-kidd-co,E10+,['M2'],"['Miscellaneous', 'Compilation', 'Compilation']"
61.0,Sonic the Hedgehog 4: Episode II,X360,"May 16, 2012",6.7,/game/xbox-360/sonic-the-hedgehog-4-episode-ii,E,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
63.0,Sonic the Hedgehog 4: Episode II,PS3,"May 15, 2012",6.5,/game/playstation-3/sonic-the-hedgehog-4-episode-ii,E,['Dimps Corporation'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
54.0,Sonic the Hedgehog 4: Episode II,PC,"May 15, 2012",6.6,/game/pc/sonic-the-hedgehog-4-episode-ii,E,['TOSE'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
68.0,Binary Domain,PC,"Apr 27, 2012",7.8,/game/pc/binary-domain,M,['Devils Details'],"['Action', 'Action Adventure', 'Sci-Fi', 'Sci-Fi', 'General', 'Shooter', 'Third-Person', 'Tactical', 'Arcade']"
73.0,The House of the Dead 4,PS3,"Apr 17, 2012",7.7,/game/playstation-3/the-house-of-the-dead-4,M,['Sega'],"['Action', 'Shooter', 'Shooter', 'Light Gun', 'Light Gun']"
86.0,Total War: Shogun 2 - Fall of the Samurai,PC,"Mar 22, 2012",8.5,/game/pc/total-war-shogun-2---fall-of-the-samurai,T,['Creative Assembly'],"['Strategy', 'Turn-Based', 'Historic', 'General', 'Historic']"
64.0,Yakuza: Dead Souls,PS3,"Mar 13, 2012",7.5,/game/playstation-3/yakuza-dead-souls,M,['Ryu ga Gotoku Studios'],"['Action Adventure', 'Modern', 'General', 'Modern']"
71.0,CRUSH3D,3DS,"Mar 6, 2012",7.4,/game/3ds/crush3d,E10+,['Zoe Mode'],"['Action', 'Platformer', 'Platformer', '3D', '3D']"
74.0,Binary Domain,X360,"Feb 28, 2012",8.1,/game/xbox-360/binary-domain,M,"['Sega', ' Ryu ga Gotoku Studios']","['Action', 'Action Adventure', 'Sci-Fi', 'Sci-Fi', 'General', 'Shooter', 'Third-Person', 'Tactical', 'Arcade']"
72.0,Binary Domain,PS3,"Feb 28, 2012",8.2,/game/playstation-3/binary-domain,M,"['Sega', ' Ryu ga Gotoku Studios']","['Action', 'Action Adventure', 'Shooter', 'Sci-Fi', 'Sci-Fi', 'General', 'Shooter', 'Third-Person', 'Tactical', 'Sci-Fi', 'Arcade']"
77.0,Virtua Tennis 4: World Tour Edition,VITA,"Feb 15, 2012",7.9,/game/playstation-vita/virtua-tennis-4-world-tour-edition,E,['Sega'],"['Sports', 'Traditional', 'Individual', 'Tennis', 'Tennis']"
66.0,Mario & Sonic at the London 2012 Olympic Games,3DS,"Feb 14, 2012",6.4,/game/3ds/mario-sonic-at-the-london-2012-olympic-games,E,"['Sega', ' Sega Sports R&D']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
64.0,The House of the Dead III,PS3,"Feb 14, 2012",7.1,/game/playstation-3/the-house-of-the-dead-iii,M,['Wow Entertainment'],"['Action', 'Shooter', 'Shooter', 'Rail', 'Light Gun']"
80.0,Sonic CD,PS3,"Dec 20, 2011",7.6,/game/playstation-3/sonic-cd,E,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
93.0,Sonic CD,iOS,"Dec 15, 2011",8.5,/game/ios/sonic-cd,E,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
82.0,Sonic CD,X360,"Dec 14, 2011",8.4,/game/xbox-360/sonic-cd,E,['Sega'],"['Action', 'Platformer', 'Platformer', '2D', '2D']"
66.0,Sonic Generations,3DS,"Nov 22, 2011",6.8,/game/3ds/sonic-generations,E,"['Sega', ' Dimps Corporation']","['Action', 'Platformer', 'Platformer', '3D', '3D']"
66.0,Mario & Sonic at the London 2012 Olympic Games,WII,"Nov 15, 2011",7.9,/game/wii/mario-sonic-at-the-london-2012-olympic-games,E,"['Racjin', ' Sega Sports R&D']","['Sports', 'Olympic Sports', 'Olympic Sports', 'Individual', 'Athletics']"
69.0,Shinobi,3DS,"Nov 15, 2011",7.3,/game/3ds/shinobi,T,['Griptonite Games'],"['Action', 'General', 'Platformer', 'Platformer', '2D', '2D']"
77.0,Sonic Generations,PC,"Nov 3, 2011",8.4,/game/pc/sonic-generations,E,"['Sega', ' Sonic Team']","['Action', 'Platformer', 'Platformer', '3D', '3D']"
76.0,Sonic Generations,PS3,"Nov 1, 2011",8.2,/game/playstation-3/sonic-generations,E,"['Sega', ' Sonic Team']","['Action', 'Platformer', 'Platformer', '3D', '3D']"
77.0,Sonic Generations,X360,"Nov 1, 2011",8.4,/game/xbox-360/sonic-generations,E,"['Sega', ' Sonic Team']","['Action', 'Platformer', 'Platformer', '3D', '3D']"
76.0,Renegade Ops,PC,"Oct 26, 2011",7.3,/game/pc/renegade-ops,T,['Avalanche Studios'],"['Action', 'General', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
77.0,Daytona USA,X360,"Oct 26, 2011",8.1,/game/xbox-360/daytona-usa,E,['Sega AM2'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
51.0,Captain America: Super Soldier,3DS,"Oct 25, 2011",6.5,/game/3ds/captain-america-super-soldier,T,['High Voltage Software'],"['Action', 'Action Adventure', 'General', 'General']"
75.0,The House of the Dead: Overkill - Extended Cut,PS3,"Oct 25, 2011",7.6,/game/playstation-3/the-house-of-the-dead-overkill---extended-cut,M,['Headstrong Games'],"['Action', 'Shooter', 'Shooter', 'Light Gun', 'Light Gun']"
71.0,Daytona USA,PS3,"Oct 25, 2011",6.9,/game/playstation-3/daytona-usa,E,['Sega AM2'],"['Driving', 'Racing', 'Arcade', 'Arcade', 'Automobile']"
84.0,Football Manager 2012,PC,"Oct 20, 2011",8.0,/game/pc/football-manager-2012,E,['Sports Interactive'],"['Sports', 'Traditional', 'Team', 'Football', 'Soccer', 'Management', 'Management']"
83.0,Guardian Heroes,X360,"Oct 12, 2011",8.2,/game/xbox-360/guardian-heroes,T,['Treasure'],"['Role-Playing', 'Action RPG', 'Action RPG']"
76.0,Aliens: Infestation,DS,"Oct 11, 2011",8.1,/game/ds/aliens-infestation,T,"['Gearbox Software', ' WayForward']","['Action', 'Platformer', 'Platformer', '2D', '2D']"
78.0,Space Channel 5 Part 2,X360,"Oct 5, 2011",7.9,/game/xbox-360/space-channel-5-part-2,T,['UGA'],"['Action', 'Miscellaneous', 'Rhythm', 'Dancing', 'Dancing']"
57.0,Sega Bass Fishing,X360,"Oct 5, 2011",3.4,/game/xbox-360/sega-bass-fishing,E,['SIMS'],"['Sports', 'Individual', 'Nature', 'Fishing', 'Fishing']"
84.0,Total War: Shogun 2 - Rise of the Samurai,PC,"Sep 27, 2011",8.2,/game/pc/total-war-shogun-2---rise-of-the-samurai,T,['Sega'],"['Strategy', 'Turn-Based', 'Historic', 'General', 'Historic']"
81.0,Renegade Ops,X360,"Sep 14, 2011",7.7,/game/xbox-360/renegade-ops,T,['Avalanche Studios'],"['Action', 'General', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']"
55.0,Thor: God of Thunder,3DS,"Sep 13, 2011",4.2,/game/3ds/thor-god-of-thunder,T,['Red Fly Studio'],"['Action', 'General', 'General', ""Beat-'Em-Up"", '3D']"
